Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
79,39,-801.393,1653.36,-1908.01,3818.72
80,39,-729.656,1502.53,-1897.64,3794.31
81,39,-657.741,1351.77,-1888.59,3772
82,39,-585.633,1201.1,-1880.87,3751.8
83,39,-513.318,1050.53,-1874.51,3733.72
84,39,-440.78,900.059,-1869.51,3717.78
85,39,-368.004,749.708,-1865.88,3703.96
86,39,-294.975,599.483,-1863.64,3692.27
87,39,-221.676,449.391,-1862.79,3682.73
88,39,-148.091,299.441,-1863.34,3675.31
89,39,-74.2042,149.642,-1865.3,3670.03
90,39,-7.80746e-14,0,-1868.68,3666.88
-90,40,-4.10528e-14,-1.42728e-13,-2759.99,4035.34
-89,40,-71.3851,144.63,-2756.13,4039.54
-88,40,-142.47,289.425,-2753.52,4045.99
-87,40,-213.276,434.387,-2752.18,4054.68
-86,40,-283.825,579.52,-2752.08,4065.63
-85,40,-354.139,724.829,-2753.22,4078.82
-84,40,-424.24,870.316,-2755.59,4094.24
-83,40,-494.148,1015.98,-2759.18,4111.89
-82,40,-563.883,1161.83,-2763.97,4131.76
-81,40,-633.466,1307.87,-2769.96,4153.83
-80,40,-702.914,1454.08,-2777.13,4178.1
-79,40,-772.247,1600.48,-2785.46,4204.54
-78,40,-841.481,1747.06,-2794.95,4233.13
-77,40,-910.631,1893.81,-2805.57,4263.86
-76,40,-979.714,2040.73,-2817.31,4296.69
-75,40,-1048.74,2187.81,-2830.15,4331.62
-74,40,-1117.73,2335.05,-2844.08,4368.6
-73,40,-1186.68,2482.43,-2859.06,4407.61
-72,40,-1255.61,2629.94,-2875.1,4448.62
-71,40,-1324.52,2777.57,-2892.16,4491.6
-70,40,-1393.43,2925.3,-2910.22,4536.5
-69,40,-1462.33,3073.11,-2929.26,4583.3
-68,40,-1531.22,3220.97,-2949.25,4631.95
-67,40,-1600.11,3368.88,-2970.18,4682.42
-66,40,-1669,3516.79,-2992.01,4734.65
-65,40,-1737.88,3664.69,-3014.72,4788.6
-64,40,-1806.74,3812.53,-3038.29,4844.23
-63,40,-1875.59,3960.29,-3062.68,4901.49
-62,40,-1944.4,4107.93,-3087.86,4960.32
-61,40,-2013.17,4255.4,-3113.81,5020.67
-60,40,-2081.89,4402.68,-3140.49,5082.48
-59,40,-2150.53,4549.7,-3167.86,5145.7
-58,40,-2219.09,4696.43,-3195.91,5210.26
-57,40,-2287.53,4842.82,-3224.58,5276.1
-56,40,-2355.85,4988.8,-3253.85,5343.16
-55,40,-2424.02,5134.33,-3283.68,5411.36
-54,40,-2492.01,5279.34,-3314.02,5480.65
-53,40,-2559.79,5423.78,-3344.84,5550.93
-52,40,-2627.33,5567.58,-3376.1,5622.15
-51,40,-2694.62,5710.67,-3407.76,5694.23
-50,40,-2761.6,5852.98,-3439.77,5767.08
-49,40,-2828.25,5994.45,-3472.09,5840.62
-48,40,-2894.54,6135,-3504.68,5914.78
-47,40,-2960.42,6274.55,-3537.48,5989.46
-46,40,-3025.85,6413.02,-3570.46,6064.58
-45,40,-3090.81,6550.35,-3603.56,6140.05
-44,40,-3155.24,6686.44,-3636.73,6215.78
-43,40,-3219.11,6821.21,-3669.92,6291.66
-42,40,-3282.37,6954.58,-3703.09,6367.62
-41,40,-3344.97,7086.46,-3736.19,6443.55
-40,40,-3406.89,7216.76,-3769.15,6519.35
-39,40,-3468.05,7345.4,-3801.93,6594.93
-38,40,-3528.44,7472.29,-3834.48,6670.17
-37,40,-3587.99,7597.34,-3866.74,6744.99
-36,40,-3646.66,7720.45,-3898.66,6819.28
-35,40,-3704.4,7841.54,-3930.18,6892.93
-34,40,-3761.17,7960.52,-3961.26,6965.84
-33,40,-3816.92,8077.29,-3991.84,7037.91
-32,40,-3871.6,8191.76,-4021.86,7109.03
-31,40,-3925.17,8303.85,-4051.27,7179.09
-30,40,-3977.59,8413.46,-4080.02,7248.01
-29,40,-4028.8,8520.5,-4108.06,7315.66
-28,40,-4078.76,8624.88,-4135.34,7381.95
-27,40,-4127.42,8726.52,-4161.81,7446.78
-26,40,-4174.75,8825.32,-4187.41,7510.04
-25,40,-4220.7,8921.21,-4212.1,7571.65
-24,40,-4265.23,9014.1,-4235.83,7631.49
-23,40,-4308.3,9103.9,-4258.55,7689.49
-22,40,-4349.86,9190.53,-4280.23,7745.53
-21,40,-4389.88,9273.92,-4300.82,7799.55
-20,40,-4428.33,9353.99,-4320.27,7851.44
-19,40,-4465.16,9430.65,-4338.55,7901.12
-18,40,-4500.34,9503.86,-4355.62,7948.51
-17,40,-4533.83,9573.52,-4371.45,7993.53
-16,40,-4565.62,9639.57,-4385.99,8036.12
-15,40,-4595.65,9701.96,-4399.23,8076.18
-14,40,-4623.92,9760.61,-4411.12,8113.67
-13,40,-4650.38,9815.48,-4421.66,8148.52
-12,40,-4675.01,9866.5,-4430.8,8180.66
-11,40,-4697.8,9913.63,-4438.52,8210.05
-10,40,-4718.71,9956.82,-4444.82,8236.63
-9,40,-4737.72,9996.02,-4449.66,8260.36
-8,40,-4754.82,10031.2,-4453.04,8281.19
-7,40,-4769.99,10062.3,-4454.95,8299.09
-6,40,-4783.22,10089.3,-4455.37,8314.03
-5,40,-4794.49,10112.2,-4454.3,8325.98
-4,40,-4803.79,10131,-4451.73,8334.93
-3,40,-4811.11,10145.6,-4447.67,8340.84
-2,40,-4816.44,10156,-4442.1,8343.72
-1,40,-4819.77,10162.2,-4435.05,8343.56
0,40,-4821.11,10164.3,-4426.5,8340.35
1,40,-4820.45,10162.1,-4416.48,8334.09
2,40,-4817.8,10155.7,-4404.99,8324.81
3,40,-4813.14,10145.2,-4392.04,8312.5
4,40,-4806.49,10130.5,-4377.65,8297.19
5,40,-4797.86,10111.6,-4361.84,8278.91
6,40,-4787.25,10088.6,-4344.63,8257.67
7,40,-4774.66,10061.5,-4326.03,8233.52
8,40,-4760.13,10030.3,-4306.08,8206.48
9,40,-4743.64,9995.1,-4284.8,8176.61
10,40,-4725.24,9955.86,-4262.22,8143.95
11,40,-4704.92,9912.67,-4238.36,8108.55
12,40,-4682.72,9865.55,-4213.26,8070.46
13,40,-4658.64,9814.58,-4186.95,8029.75
14,40,-4632.73,9759.79,-4159.47,7986.47
15,40,-4604.99,9701.24,-4130.85,7940.7
16,40,-4575.47,9639.01,-4101.13,7892.51
17,40,-4544.19,9573.15,-4070.35,7841.96
18,40,-4511.17,9503.73,-4038.54,7789.14
19,40,-4476.46,9430.82,-4005.76,7734.12
20,40,-4440.08,9354.49,-3972.03,7676.99
21,40,-4402.08,9274.82,-3937.41,7617.84
22,40,-4362.49,9191.89,-3901.94,7556.76
23,40,-4321.34,9105.77,-3865.66,7493.82
24,40,-4278.69,9016.56,-3828.62,7429.14
25,40,-4234.56,8924.33,-3790.86,7362.8
26,40,-4189.01,8829.16,-3752.43,7294.9
27,40,-4142.07,8731.15,-3713.39,7225.54
28,40,-4093.79,8630.38,-3673.77,7154.82
29,40,-4044.21,8526.94,-3633.62,7082.84
30,40,-3993.39,8420.92,-3593,7009.7
31,40,-3941.36,8312.4,-3551.94,6935.5
32,40,-3888.18,8201.48,-3510.51,6860.36
33,40,-3833.89,8088.24,-3468.75,6784.36
34,40,-3778.53,7972.77,-3426.7,6707.62
35,40,-3722.16,7855.17,-3384.42,6630.24
36,40,-3664.83,7735.52,-3341.96,6552.32
37,40,-3606.57,7613.9,-3299.37,6473.97
38,40,-3547.44,7490.41,-3256.68,6395.29
39,40,-3487.48,7365.12,-3213.96,6316.38
40,40,-3426.75,7238.12,-3171.25,6237.34
41,40,-3365.28,7109.5,-3128.6,6158.27
42,40,-3303.11,6979.33,-3086.05,6079.28
43,40,-3240.3,6847.7,-3043.65,6000.45
44,40,-3176.88,6714.68,-3001.46,5921.89
45,40,-3112.9,6580.34,-2959.51,5843.68
46,40,-3048.39,6444.77,-2917.84,5765.92
47,40,-2983.4,6308.02,-2876.52,5688.71
48,40,-2917.96,6170.18,-2835.57,5612.12
49,40,-2852.1,6031.31,-2795.05,5536.24
50,40,-2785.87,5891.48,-2755,5461.17
51,40,-2719.29,5750.74,-2715.45,5386.97
52,40,-2652.39,5609.17,-2676.45,5313.74
53,40,-2585.2,5466.81,-2638.05,5241.54
54,40,-2517.76,5323.72,-2600.27,5170.44
55,40,-2450.08,5179.97,-2563.16,5100.53
56,40,-2382.19,5035.59,-2526.76,5031.87
57,40,-2314.11,4890.65,-2491.1,4964.53
58,40,-2245.86,4745.18,-2456.22,4898.56
59,40,-2177.45,4599.24,-2422.16,4834.04
60,40,-2108.91,4452.86,-2388.94,4771.01
61,40,-2040.25,4306.09,-2356.61,4709.54
62,40,-1971.47,4158.96,-2325.2,4649.67
63,40,-1902.6,4011.52,-2294.73,4591.45
64,40,-1833.63,3863.79,-2265.23,4534.94
65,40,-1764.57,3715.81,-2236.75,4480.18
66,40,-1695.44,3567.61,-2209.29,4427.21
67,40,-1626.23,3419.22,-2182.9,4376.06
68,40,-1556.93,3270.67,-2157.6,4326.78
69,40,-1487.57,3121.99,-2133.41,4279.4
70,40,-1418.12,2973.19,-2110.36,4233.95
71,40,-1348.6,2824.29,-2088.47,4190.46
72,40,-1278.98,2675.34,-2067.77,4148.96
73,40,-1209.28,2526.33,-2048.27,4109.48
74,40,-1139.48,2377.29,-2030,4072.03
75,40,-1069.57,2228.24,-2012.97,4036.64
76,40,-999.546,2079.19,-1997.21,4003.32
77,40,-929.396,1930.16,-1982.74,3972.1
78,40,-859.109,1781.16,-1969.56,3942.98
79,40,-788.673,1632.22,-1957.7,3915.99
80,40,-718.075,1483.33,-1947.18,3891.13
81,40,-647.301,1334.51,-1938,3868.41
82,40,-576.339,1185.77,-1930.19,3847.85
83,40,-505.172,1037.13,-1923.74,3829.44
84,40,-433.786,888.583,-1918.69,3813.2
85,40,-362.166,740.154,-1915.03,3799.12
86,40,-290.297,591.846,-1912.78,3787.22
87,40,-218.161,443.668,-1911.95,3777.48
88,40,-145.744,295.629,-1912.54,3769.92
89,40,-73.0285,147.737,-1914.57,3764.53
90,40,-3.3335e-13,-5.10288e-13,-1918.04,3761.31
-90,41,6.18848e-14,6.70317e-13,-2808.52,4126.62
-89,41,-70.405,142.737,-2804.56,4130.89
-88,41,-140.513,285.635,-2801.9,4137.45
-87,41,-210.346,428.698,-2800.51,4146.3
-86,41,-279.924,571.928,-2800.39,4157.44
-85,41,-349.269,715.329,-2801.53,4170.85
-84,41,-418.402,858.902,-2803.92,4186.55
-83,41,-487.343,1002.65,-2807.55,4204.51
-82,41,-556.111,1146.58,-2812.42,4224.72
-81,41,-624.726,1290.68,-2818.49,4247.18
-80,41,-693.207,1434.95,-2825.77,4271.87
-79,41,-761.57,1579.4,-2834.24,4298.77
-78,41,-829.832,1724.02,-2843.87,4327.87
-77,41,-898.008,1868.81,-2854.67,4359.14
-76,41,-966.113,2013.76,-2866.6,4392.55
-75,41,-1034.16,2158.86,-2879.66,4428.1
-74,41,-1102.16,2304.11,-2893.82,4465.73
-73,41,-1170.12,2449.49,-2909.06,4505.44
-72,41,-1238.06,2594.99,-2925.37,4547.18
-71,41,-1305.98,2740.6,-2942.72,4590.93
-70,41,-1373.87,2886.31,-2961.09,4636.64
-69,41,-1441.76,3032.08,-2980.46,4684.28
-68,41,-1509.64,3177.9,-3000.8,4733.82
-67,41,-1577.51,3323.75,-3022.1,4785.2
-66,41,-1645.37,3469.6,-3044.31,4838.38
-65,41,-1713.21,3615.43,-3067.42,4893.32
-64,41,-1781.03,3761.2,-3091.4,4949.98
-63,41,-1848.83,3906.87,-3116.22,5008.29
-62,41,-1916.58,4052.42,-3141.85,5068.21
-61,41,-1984.29,4197.81,-3168.26,5129.68
-60,41,-2051.94,4342.98,-3195.42,5192.64
-59,41,-2119.51,4487.91,-3223.29,5257.04
-58,41,-2186.98,4632.53,-3251.83,5322.81
-57,41,-2254.34,4776.8,-3281.02,5389.89
-56,41,-2321.56,4920.68,-3310.82,5458.22
-55,41,-2388.63,5064.1,-3341.19,5527.71
-54,41,-2455.51,5207,-3372.09,5598.31
-53,41,-2522.18,5349.33,-3403.47,5669.94
-52,41,-2588.61,5491.02,-3435.31,5742.53
-51,41,-2654.78,5632.01,-3467.55,5815.99
-50,41,-2720.64,5772.23,-3500.15,5890.24
-49,41,-2786.18,5911.6,-3533.07,5965.21
-48,41,-2851.34,6050.07,-3566.26,6040.8
-47,41,-2916.1,6187.55,-3599.68,6116.94
-46,41,-2980.41,6323.96,-3633.27,6193.52
-45,41,-3044.25,6459.23,-3666.99,6270.46
-44,41,-3107.56,6593.28,-3700.79,6347.67
-43,41,-3170.32,6726.03,-3734.62,6425.05
-42,41,-3232.47,6857.39,-3768.43,6502.51
-41,41,-3293.97,6987.28,-3802.16,6579.94
-40,41,-3354.79,7115.61,-3835.76,6657.24
-39,41,-3414.87,7242.3,-3869.18,6734.31
-38,41,-3474.17,7367.26,-3902.36,6811.06
-37,41,-3532.65,7490.4,-3935.26,6887.37
-36,41,-3590.27,7611.63,-3967.82,6963.14
-35,41,-3646.97,7730.86,-3999.97,7038.26
-34,41,-3702.71,7848.01,-4031.68,7112.64
-33,41,-3757.45,7962.98,-4062.88,7186.16
-32,41,-3811.14,8075.69,-4093.52,7258.71
-31,41,-3863.73,8186.04,-4123.54,7330.2
-30,41,-3915.18,8293.95,-4152.9,7400.51
-29,41,-3965.45,8399.33,-4181.54,7469.53
-28,41,-4014.49,8502.09,-4209.4,7537.18
-27,41,-4062.27,8602.14,-4236.44,7603.33
-26,41,-4108.72,8699.4,-4262.61,7667.89
-25,41,-4153.83,8793.79,-4287.85,7730.76
-24,41,-4197.53,8885.22,-4312.12,7791.84
-23,41,-4239.8,8973.6,-4335.38,7851.03
-22,41,-4280.6,9058.87,-4357.57,7908.24
-21,41,-4319.88,9140.95,-4378.65,7963.38
-20,41,-4357.62,9219.75,-4398.58,8016.35
-19,41,-4393.77,9295.21,-4417.33,8067.08
-18,41,-4428.3,9367.25,-4434.85,8115.47
-17,41,-4461.17,9435.8,-4451.1,8161.45
-16,41,-4492.37,9500.81,-4466.05,8204.94
-15,41,-4521.85,9562.21,-4479.68,8245.87
-14,41,-4549.6,9619.93,-4491.94,8284.17
-13,41,-4575.57,9673.92,-4502.82,8319.78
-12,41,-4599.75,9724.13,-4512.28,8352.63
-11,41,-4622.12,9770.51,-4520.31,8382.67
-10,41,-4642.64,9813,-4526.88,8409.86
-9,41,-4661.31,9851.58,-4531.98,8434.13
-8,41,-4678.09,9886.19,-4535.59,8455.45
-7,41,-4692.98,9916.81,-4537.7,8473.79
-6,41,-4705.97,9943.4,-4538.31,8489.11
-5,41,-4717.02,9965.94,-4537.39,8501.38
-4,41,-4726.15,9984.4,-4534.95,8510.59
-3,41,-4733.33,9998.76,-4530.98,8516.71
-2,41,-4738.55,10009,-4525.5,8519.73
-1,41,-4741.82,10015.1,-4518.49,8519.65
0,41,-4743.13,10017.1,-4509.97,8516.47
1,41,-4742.47,10015,-4499.94,8510.18
2,41,-4739.84,10008.8,-4488.42,8500.8
3,41,-4735.26,9998.41,-4475.41,8488.34
4,41,-4728.71,9983.94,-4460.94,8472.82
5,41,-4720.21,9965.39,-4445.02,8454.27
6,41,-4709.77,9942.76,-4427.67,8432.71
7,41,-4697.39,9916.09,-4408.91,8408.17
8,41,-4683.09,9885.41,-4388.78,8380.69
9,41,-4666.87,9850.76,-4367.28,8350.33
10,41,-4648.76,9812.16,-4344.46,8317.11
11,41,-4628.77,9769.66,-4320.34,8281.11
12,41,-4606.93,9723.3,-4294.96,8242.36
13,41,-4583.25,9673.15,-4268.34,8200.94
14,41,-4557.75,9619.24,-4240.53,8156.9
15,41,-4530.47,9561.63,-4211.55,8110.32
16,41,-4501.42,9500.4,-4181.46,8061.27
17,41,-4470.64,9435.59,-4150.28,8009.82
18,41,-4438.16,9367.28,-4118.06,7956.04
19,41,-4404.01,9295.53,-4084.84,7900.03
20,41,-4368.22,9220.41,-4050.66,7841.87
21,41,-4330.83,9142.01,-4015.57,7781.65
22,41,-4291.87,9060.39,-3979.61,7719.45
23,41,-4251.39,8975.64,-3942.83,7655.37
24,41,-4209.42,8887.84,-3905.27,7589.5
25,41,-4166,8797.06,-3866.98,7521.94
26,41,-4121.17,8703.39,-3828.01,7452.79
27,41,-4074.98,8606.91,-3788.4,7382.15
28,41,-4027.48,8507.72,-3748.22,7310.13
29,41,-3978.7,8405.89,-3707.49,7236.82
30,41,-3928.69,8301.52,-3666.28,7162.32
31,41,-3877.49,8194.69,-3624.63,7086.76
32,41,-3825.16,8085.48,-3582.6,7010.22
33,41,-3771.73,7974,-3540.22,6932.81
34,41,-3717.26,7860.31,-3497.56,6854.65
35,41,-3661.79,7744.52,-3454.67,6775.84
36,41,-3605.37,7626.7,-3411.58,6696.47
37,41,-3548.05,7506.94,-3368.36,6616.67
38,41,-3489.86,7385.33,-3325.05,6536.53
39,41,-3430.86,7261.94,-3281.69,6456.16
40,41,-3371.1,7136.87,-3238.35,6375.65
41,41,-3310.61,7010.19,-3195.07,6295.12
42,41,-3249.44,6881.98,-3151.89,6214.67
43,41,-3187.63,6752.33,-3108.87,6134.38
44,41,-3125.22,6621.3,-3066.05,6054.36
45,41,-3062.26,6488.96,-3023.48,5974.71
46,41,-2998.79,6355.41,-2981.2,5895.52
47,41,-2934.84,6220.69,-2939.26,5816.88
48,41,-2870.44,6084.89,-2897.71,5738.89
49,41,-2805.64,5948.06,-2856.59,5661.62
50,41,-2740.47,5810.28,-2815.94,5585.17
51,41,-2674.96,5671.6,-2775.81,5509.62
52,41,-2609.13,5532.09,-2736.23,5435.04
53,41,-2543.03,5391.8,-2697.25,5361.52
54,41,-2476.67,5250.79,-2658.91,5289.14
55,41,-2410.08,5109.11,-2621.25,5217.95
56,41,-2343.28,4966.81,-2584.31,5148.05
57,41,-2276.3,4823.95,-2548.12,5079.48
58,41,-2209.14,4680.56,-2512.72,5012.33
59,41,-2141.84,4536.69,-2478.15,4946.64
60,41,-2074.41,4392.39,-2444.44,4882.48
61,41,-2006.86,4247.69,-2411.62,4819.9
62,41,-1939.19,4102.64,-2379.74,4758.96
63,41,-1871.43,3957.27,-2348.81,4699.71
64,41,-1803.58,3811.61,-2318.88,4642.19
65,41,-1735.65,3665.69,-2289.96,4586.45
66,41,-1667.63,3519.56,-2262.1,4532.54
67,41,-1599.55,3373.22,-2235.31,4480.49
68,41,-1531.38,3226.73,-2209.63,4430.34
69,41,-1463.15,3080.09,-2185.08,4382.12
70,41,-1394.83,2933.33,-2161.68,4335.87
71,41,-1326.44,2786.48,-2139.46,4291.62
72,41,-1257.97,2639.55,-2118.45,4249.39
73,41,-1189.41,2492.57,-2098.66,4209.21
74,41,-1120.75,2345.56,-2080.12,4171.11
75,41,-1051.98,2198.52,-2062.84,4135.1
76,41,-983.109,2051.49,-2046.85,4101.2
77,41,-914.111,1904.47,-2032.16,4069.43
78,41,-844.979,1757.48,-2018.8,4039.81
79,41,-775.7,1610.52,-2006.77,4012.34
80,41,-706.263,1463.63,-1996.1,3987.04
81,41,-636.654,1316.8,-1986.8,3963.93
82,41,-566.86,1170.04,-1978.88,3943
83,41,-496.864,1023.38,-1972.37,3924.27
84,41,-426.654,876.811,-1967.26,3907.73
85,41,-356.213,730.353,-1963.57,3893.41
86,41,-285.525,584.012,-1961.31,3881.28
87,41,-214.576,437.798,-1960.5,3871.37
88,41,-143.35,291.718,-1961.13,3863.67
89,41,-71.8294,145.783,-1963.23,3858.17
90,41,-5.39156e-13,-3.13254e-13,-1966.79,3854.87
-90,42,-2.47517e-13,-2.80719e-13,-2856.35,4217.12
-89,42,-69.4043,140.794,-2852.31,4221.47
-88,42,-138.515,281.746,-2849.57,4228.14
-87,42,-207.354,422.859,-2848.14,4237.14
-86,42,-275.941,564.136,-2848,4248.46
-85,42,-344.297,705.579,-2849.14,4262.1
-84,42,-412.442,847.189,-2851.56,4278.05
-83,42,-480.395,988.969,-2855.24,4296.31
-82,42,-548.176,1130.92,-2860.16,4316.87
-81,42,-615.804,1273.04,-2866.33,4339.7
-80,42,-683.295,1415.32,-2873.72,4364.81
-79,42,-750.668,1557.78,-2882.31,4392.16
-78,42,-817.938,1700.4,-2892.1,4421.74
-77,42,-885.119,1843.17,-2903.07,4453.54
-76,42,-952.227,1986.1,-2915.2,4487.52
-75,42,-1019.27,2129.17,-2928.47,4523.66
-74,42,-1086.27,2272.38,-2942.86,4561.94
-73,42,-1153.22,2415.71,-2958.36,4602.33
-72,42,-1220.14,2559.16,-2974.94,4644.78
-71,42,-1287.04,2702.71,-2992.58,4689.28
-70,42,-1353.91,2846.33,-3011.26,4735.78
-69,42,-1420.77,2990.02,-3030.95,4784.25
-68,42,-1487.61,3133.76,-3051.64,4834.64
-67,42,-1554.43,3277.51,-3073.29,4886.91
-66,42,-1621.24,3421.25,-3095.88,4941.03
-65,42,-1688.03,3564.97,-3119.39,4996.93
-64,42,-1754.78,3708.61,-3143.78,5054.58
-63,42,-1821.51,3852.16,-3169.03,5113.93
-62,42,-1888.19,3995.58,-3195.1,5174.91
-61,42,-1954.81,4138.82,-3221.96,5237.47
-60,42,-2021.36,4281.85,-3249.59,5301.56
-59,42,-2087.83,4424.63,-3277.94,5367.11
-58,42,-2154.2,4567.1,-3306.98,5434.07
-57,42,-2220.45,4709.23,-3336.68,5502.36
-56,42,-2286.56,4850.95,-3367,5571.93
-55,42,-2352.5,4992.21,-3397.9,5642.69
-54,42,-2418.26,5132.96,-3429.34,5714.58
-53,42,-2483.8,5273.14,-3461.28,5787.52
-52,42,-2549.1,5412.69,-3493.68,5861.44
-51,42,-2614.13,5551.53,-3526.49,5936.26
-50,42,-2678.85,5689.61,-3559.67,6011.89
-49,42,-2743.24,5826.86,-3593.18,6088.24
-48,42,-2807.26,5963.2,-3626.96,6165.25
-47,42,-2870.88,6098.56,-3660.98,6242.8
-46,42,-2934.05,6232.87,-3695.18,6320.82
-45,42,-2996.75,6366.06,-3729.52,6399.21
-44,42,-3058.93,6498.03,-3763.93,6477.87
-43,42,-3120.55,6628.71,-3798.38,6556.71
-42,42,-3181.57,6758.02,-3832.81,6635.63
-41,42,-3241.95,6885.88,-3867.16,6714.53
-40,42,-3301.65,7012.21,-3901.39,6793.3
-39,42,-3360.63,7136.91,-3935.43,6871.85
-38,42,-3418.84,7259.9,-3969.24,6950.06
-37,42,-3476.23,7381.1,-4002.76,7027.83
-36,42,-3532.78,7500.41,-4035.94,7105.06
-35,42,-3588.42,7617.76,-4068.72,7181.63
-34,42,-3643.11,7733.04,-4101.04,7257.44
-33,42,-3696.82,7846.19,-4132.84,7332.38
-32,42,-3749.5,7957.1,-4164.09,7406.34
-31,42,-3801.1,8065.68,-4194.71,7479.22
-30,42,-3851.58,8171.86,-4224.66,7550.9
-29,42,-3900.89,8275.55,-4253.88,7621.27
-28,42,-3949,8376.65,-4282.31,7690.24
-27,42,-3995.86,8475.09,-4309.92,7757.69
-26,42,-4041.44,8570.78,-4336.64,7823.52
-25,42,-4085.68,8663.64,-4362.42,7887.63
-24,42,-4128.55,8753.59,-4387.22,7949.92
-23,42,-4170.01,8840.54,-4410.99,8010.28
-22,42,-4210.03,8924.43,-4433.68,8068.63
-21,42,-4248.56,9005.16,-4455.25,8124.87
-20,42,-4285.57,9082.68,-4475.65,8178.91
-19,42,-4321.03,9156.9,-4494.85,8230.65
-18,42,-4354.9,9227.76,-4512.8,8280.02
-17,42,-4387.15,9295.2,-4529.47,8326.94
-16,42,-4417.76,9359.14,-4544.83,8371.32
-15,42,-4446.68,9419.52,-4558.83,8413.09
-14,42,-4473.89,9476.3,-4571.45,8452.19
-13,42,-4499.37,9529.4,-4582.67,8488.54
-12,42,-4523.09,9578.78,-4592.44,8522.09
-11,42,-4545.03,9624.4,-4600.77,8552.78
-10,42,-4565.16,9666.19,-4607.61,8580.55
-9,42,-4583.47,9704.13,-4612.96,8605.36
-8,42,-4599.94,9738.18,-4616.79,8627.16
-7,42,-4614.54,9768.29,-4619.1,8645.93
-6,42,-4627.28,9794.44,-4619.88,8661.62
-5,42,-4638.12,9816.61,-4619.11,8674.2
-4,42,-4647.07,9834.76,-4616.8,8683.67
-3,42,-4654.11,9848.89,-4612.93,8689.99
-2,42,-4659.23,9858.98,-4607.52,8693.15
-1,42,-4662.42,9865.01,-4600.56,8693.15
0,42,-4663.69,9866.99,-4592.06,8689.99
1,42,-4663.03,9864.91,-4582.03,8683.67
2,42,-4660.45,9858.77,-4570.48,8674.2
3,42,-4655.93,9848.58,-4557.41,8661.6
4,42,-4649.49,9834.36,-4542.86,8645.87
5,42,-4641.13,9816.11,-4526.83,8627.05
6,42,-4630.86,9793.87,-4509.35,8605.17
7,42,-4618.68,9767.65,-4490.43,8580.26
8,42,-4604.62,9737.49,-4470.11,8552.35
9,42,-4588.67,9703.41,-4448.41,8521.5
10,42,-4570.87,9665.45,-4425.35,8487.75
11,42,-4551.22,9623.66,-4400.98,8451.15
12,42,-4529.74,9578.08,-4375.31,8411.76
13,42,-4506.45,9528.76,-4348.39,8369.64
14,42,-4481.38,9475.75,-4320.25,8324.86
15,42,-4454.55,9419.1,-4290.93,8277.49
16,42,-4425.99,9358.87,-4260.47,8227.59
17,42,-4395.73,9295.14,-4228.9,8175.26
18,42,-4363.79,9227.95,-4196.28,8120.56
19,42,-4330.21,9157.38,-4162.63,8063.57
20,42,-4295.01,9083.51,-4128.01,8004.4
21,42,-4258.24,9006.39,-4092.46,7943.12
22,42,-4219.93,8926.11,-4056.02,7879.83
23,42,-4180.12,8842.74,-4018.74,7814.62
24,42,-4138.85,8756.37,-3980.68,7747.6
25,42,-4096.15,8667.07,-3941.87,7678.85
26,42,-4052.07,8574.92,-3902.37,7608.48
27,42,-4006.65,8480.01,-3862.22,7536.59
28,42,-3959.93,8382.42,-3821.47,7463.28
29,42,-3911.95,8282.24,-3780.18,7388.67
30,42,-3862.77,8179.55,-3738.4,7312.86
31,42,-3812.42,8074.43,-3696.16,7235.94
32,42,-3760.95,7966.97,-3653.54,7158.04
33,42,-3708.41,7857.27,-3610.57,7079.26
34,42,-3654.84,7745.39,-3567.31,6999.7
35,42,-3600.29,7631.44,-3523.8,6919.48
36,42,-3544.8,7515.49,-3480.11,6838.71
37,42,-3488.42,7397.62,-3436.27,6757.48
38,42,-3431.2,7277.93,-3392.34,6675.91
39,42,-3373.17,7156.48,-3348.38,6594.11
40,42,-3314.39,7033.37,-3304.42,6512.17
41,42,-3254.9,6908.67,-3260.52,6430.2
42,42,-3194.74,6782.46,-3216.73,6348.31
43,42,-3133.96,6654.82,-3173.09,6266.6
44,42,-3072.59,6525.82,-3129.66,6185.16
45,42,-3010.67,6395.53,-3086.48,6104.1
46,42,-2948.25,6264.02,-3043.6,6023.5
47,42,-2885.35,6131.38,-3001.06,5943.47
48,42,-2822.03,5997.65,-2958.92,5864.1
49,42,-2758.3,5862.91,-2917.21,5785.46
50,42,-2694.21,5727.22,-2875.98,5707.66
51,42,-2629.79,5590.65,-2835.27,5630.78
52,42,-2565.06,5453.24,-2795.13,5554.89
53,42,-2500.05,5315.06,-2755.59,5480.08
54,42,-2434.79,5176.17,-2716.71,5406.43
55,42,-2369.31,5036.6,-2678.51,5334
56,42,-2303.63,4896.42,-2641.03,5262.87
57,42,-2237.76,4755.68,-2604.32,5193.11
58,42,-2171.73,4614.41,-2568.42,5124.79
59,42,-2105.55,4472.67,-2533.35,5057.96
60,42,-2039.25,4330.49,-2499.15,4992.69
61,42,-1972.82,4187.91,-2465.87,4929.03
62,42,-1906.29,4044.98,-2433.52,4867.04
63,42,-1839.67,3901.72,-2402.15,4806.77
64,42,-1772.96,3758.17,-2371.78,4748.26
65,42,-1706.17,3614.37,-2342.45,4691.57
