Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-85,136,371.581,-694.872,-2742.81,4611.91
-84,136,445.15,-834.201,-2745.23,4627.56
-83,136,518.507,-973.616,-2748.97,4645.5
-82,136,591.668,-1113.1,-2754.02,4665.71
-81,136,664.648,-1252.65,-2760.36,4688.2
-80,136,737.461,-1392.23,-2767.96,4712.96
-79,136,810.119,-1531.85,-2776.81,4739.97
-78,136,882.637,-1671.47,-2786.87,4769.23
-77,136,955.024,-1811.09,-2798.14,4800.73
-76,136,1027.29,-1950.68,-2810.56,4834.44
-75,136,1099.45,-2090.24,-2824.13,4870.37
-74,136,1171.51,-2229.73,-2838.82,4908.48
-73,136,1243.47,-2369.15,-2854.58,4948.76
-72,136,1315.35,-2508.46,-2871.4,4991.19
-71,136,1387.14,-2647.65,-2889.24,5035.74
-70,136,1458.85,-2786.7,-2908.06,5082.39
-69,136,1530.47,-2925.59,-2927.84,5131.1
-68,136,1602.02,-3064.28,-2948.55,5181.85
-67,136,1673.48,-3202.75,-2970.13,5234.6
-66,136,1744.85,-3340.98,-2992.57,5289.31
-65,136,1816.13,-3478.93,-3015.82,5345.95
-64,136,1887.3,-3616.59,-3039.85,5404.47
-63,136,1958.37,-3753.9,-3064.63,5464.83
-62,136,2029.31,-3890.85,-3090.1,5526.97
-61,136,2100.11,-4027.4,-3116.25,5590.86
-60,136,2170.77,-4163.51,-3143.02,5656.43
-59,136,2241.26,-4299.14,-3170.39,5723.62
-58,136,2311.56,-4434.26,-3198.3,5792.37
-57,136,2381.65,-4568.81,-3226.73,5862.63
-56,136,2451.52,-4702.77,-3255.64,5934.32
-55,136,2521.13,-4836.09,-3284.98,6007.38
-54,136,2590.47,-4968.71,-3314.71,6081.72
-53,136,2659.5,-5100.59,-3344.8,6157.28
-52,136,2728.19,-5231.69,-3375.2,6233.96
-51,136,2796.52,-5361.94,-3405.88,6311.7
-50,136,2864.45,-5491.29,-3436.78,6390.4
-49,136,2931.95,-5619.7,-3467.88,6469.98
-48,136,2998.99,-5747.09,-3499.13,6550.33
-47,136,3065.53,-5873.42,-3530.49,6631.37
-46,136,3131.52,-5998.62,-3561.91,6713.01
-45,136,3196.95,-6122.64,-3593.35,6795.13
-44,136,3261.75,-6245.4,-3624.77,6877.63
-43,136,3325.91,-6366.84,-3656.13,6960.42
-42,136,3389.37,-6486.91,-3687.37,7043.39
-41,136,3452.09,-6605.52,-3718.47,7126.41
-40,136,3514.04,-6722.61,-3749.36,7209.39
-39,136,3575.16,-6838.11,-3780.01,7292.21
-38,136,3635.42,-6951.95,-3810.38,7374.76
-37,136,3694.78,-7064.06,-3840.41,7456.92
-36,136,3753.19,-7174.37,-3870.06,7538.58
-35,136,3810.61,-7282.8,-3899.28,7619.61
-34,136,3866.99,-7389.28,-3928.03,7699.9
-33,136,3922.3,-7493.73,-3956.27,7779.34
-32,136,3976.49,-7596.08,-3983.94,7857.8
-31,136,4029.52,-7696.27,-4011,7935.16
-30,136,4081.34,-7794.2,-4037.4,8011.32
-29,136,4131.92,-7889.81,-4063.1,8086.15
-28,136,4181.22,-7983.02,-4088.06,8159.53
-27,136,4229.19,-8073.77,-4112.22,8231.35
-26,136,4275.79,-8161.96,-4135.55,8301.5
-25,136,4321,-8247.55,-4157.99,8369.87
-24,136,4364.77,-8330.44,-4179.52,8436.35
-23,136,4407.06,-8410.58,-4200.08,8500.83
-22,136,4447.83,-8487.88,-4219.63,8563.2
-21,136,4487.07,-8562.29,-4238.14,8623.36
-20,136,4524.72,-8633.74,-4255.56,8681.22
-19,136,4560.76,-8702.16,-4271.86,8736.68
-18,136,4595.16,-8767.48,-4287,8789.65
-17,136,4627.89,-8829.66,-4300.95,8840.03
-16,136,4658.92,-8888.62,-4313.68,8887.74
-15,136,4688.22,-8944.31,-4325.15,8932.71
-14,136,4715.77,-8996.68,-4335.33,8974.85
-13,136,4741.53,-9045.67,-4344.2,9014.09
-12,136,4765.5,-9091.24,-4351.74,9050.37
-11,136,4787.64,-9133.33,-4357.91,9083.62
-10,136,4807.94,-9171.91,-4362.71,9113.79
-9,136,4826.38,-9206.94,-4366.1,9140.82
-8,136,4842.94,-9238.37,-4368.08,9164.66
-7,136,4857.61,-9266.17,-4368.64,9185.27
-6,136,4870.36,-9290.32,-4367.76,9202.62
-5,136,4881.19,-9310.78,-4365.43,9216.68
-4,136,4890.09,-9327.53,-4361.65,9227.41
-3,136,4897.05,-9340.56,-4356.42,9234.79
-2,136,4902.06,-9349.83,-4349.73,9238.82
-1,136,4905.11,-9355.36,-4341.59,9239.48
0,136,4906.2,-9357.11,-4332.01,9236.77
1,136,4905.32,-9355.1,-4320.99,9230.69
2,136,4902.48,-9349.31,-4308.54,9221.25
3,136,4897.67,-9339.76,-4294.68,9208.46
4,136,4890.91,-9326.44,-4279.42,9192.34
5,136,4882.18,-9309.37,-4262.79,9172.92
6,136,4871.49,-9288.57,-4244.8,9150.22
7,136,4858.87,-9264.05,-4225.48,9124.28
8,136,4844.3,-9235.83,-4204.85,9095.14
9,136,4827.81,-9203.94,-4182.94,9062.85
10,136,4809.4,-9168.41,-4159.79,9027.46
11,136,4789.1,-9129.28,-4135.42,8989.02
12,136,4766.91,-9086.57,-4109.88,8947.59
13,136,4742.86,-9040.33,-4083.2,8903.24
14,136,4716.96,-8990.6,-4055.41,8856.04
15,136,4689.24,-8937.43,-4026.56,8806.06
16,136,4659.72,-8880.87,-3996.7,8753.37
17,136,4628.42,-8820.97,-3965.86,8698.07
18,136,4595.38,-8757.78,-3934.09,8640.24
19,136,4560.61,-8691.36,-3901.44,8579.96
20,136,4524.15,-8621.78,-3867.95,8517.34
21,136,4486.03,-8549.1,-3833.68,8452.46
22,136,4446.28,-8473.37,-3798.67,8385.42
23,136,4404.94,-8394.68,-3762.97,8316.33
24,136,4362.05,-8313.08,-3726.64,8245.28
25,136,4317.63,-8228.65,-3689.73,8172.4
26,136,4271.73,-8141.46,-3652.28,8097.77
27,136,4224.38,-8051.59,-3614.35,8021.52
28,136,4175.64,-7959.11,-3575.99,7943.76
29,136,4125.53,-7864.09,-3537.26,7864.59
30,136,4074.11,-7766.63,-3498.19,7784.14
31,136,4021.41,-7666.78,-3458.86,7702.51
32,136,3967.47,-7564.64,-3419.3,7619.83
33,136,3912.36,-7460.28,-3379.57,7536.2
34,136,3856.1,-7353.79,-3339.71,7451.75
35,136,3798.74,-7245.24,-3299.78,7366.59
36,136,3740.34,-7134.71,-3259.83,7280.83
37,136,3680.94,-7022.29,-3219.89,7194.59
38,136,3620.57,-6908.05,-3180.03,7107.99
39,136,3559.3,-6792.08,-3140.27,7021.13
40,136,3497.17,-6674.46,-3100.68,6934.13
41,136,3434.22,-6555.26,-3061.28,6847.11
42,136,3370.5,-6434.56,-3022.13,6760.16
43,136,3306.05,-6312.44,-2983.27,6673.4
44,136,3240.92,-6188.98,-2944.72,6586.93
45,136,3175.16,-6064.26,-2906.54,6500.86
46,136,3108.81,-5938.34,-2868.77,6415.28
47,136,3041.9,-5811.29,-2831.42,6330.31
48,136,2974.49,-5683.2,-2794.56,6246.03
49,136,2906.61,-5554.13,-2758.19,6162.53
50,136,2838.31,-5424.14,-2722.37,6079.92
51,136,2769.62,-5293.31,-2687.12,5998.28
52,136,2700.57,-5161.7,-2652.47,5917.69
53,136,2631.22,-5029.37,-2618.45,5838.25
54,136,2561.57,-4896.38,-2585.09,5760.02
55,136,2491.69,-4762.79,-2552.42,5683.1
56,136,2421.58,-4628.66,-2520.47,5607.55
57,136,2351.28,-4494.04,-2489.25,5533.44
58,136,2280.82,-4358.98,-2458.81,5460.86
59,136,2210.23,-4223.53,-2429.15,5389.85
60,136,2139.52,-4087.74,-2400.31,5320.49
61,136,2068.72,-3951.65,-2372.3,5252.83
62,136,1997.85,-3815.32,-2345.16,5186.94
63,136,1926.93,-3678.76,-2318.89,5122.86
64,136,1855.97,-3542.03,-2293.53,5060.65
65,136,1784.98,-3405.17,-2269.09,5000.36
66,136,1713.98,-3268.19,-2245.6,4942.03
67,136,1642.97,-3131.14,-2223.06,4885.71
68,136,1571.97,-2994.05,-2201.52,4831.44
69,136,1500.97,-2856.93,-2180.97,4779.25
70,136,1429.98,-2719.82,-2161.44,4729.18
71,136,1359,-2582.73,-2142.95,4681.27
72,136,1288.03,-2445.69,-2125.51,4635.54
73,136,1217.06,-2308.72,-2109.15,4592.03
74,136,1146.09,-2171.82,-2093.88,4550.76
75,136,1075.12,-2035.02,-2079.71,4511.75
76,136,1004.13,-1898.33,-2066.67,4475.03
77,136,933.115,-1761.76,-2054.76,4440.61
78,136,862.059,-1625.32,-2044,4408.52
79,136,790.949,-1489.02,-2034.41,4378.76
80,136,719.771,-1352.86,-2026,4351.36
81,136,648.507,-1216.85,-2018.79,4326.33
82,136,577.14,-1081,-2012.78,4303.68
83,136,505.649,-945.306,-2007.99,4283.41
84,136,434.016,-809.771,-2004.44,4265.53
85,136,362.219,-674.4,-2002.13,4250.06
86,136,290.237,-539.191,-2001.07,4236.99
87,136,218.047,-404.147,-2001.27,4226.32
88,136,145.626,-269.268,-2002.75,4218.06
89,136,72.9512,-134.552,-2005.5,4212.21
90,136,4.33765e-13,2.74019e-15,-2009.55,4208.77
-90,137,4.00503e-13,-7.5717e-14,-2704.49,4482.22
-89,137,76.0373,-140.875,-2700.17,4486.36
-88,137,151.777,-281.907,-2697.2,4492.75
-87,137,227.236,-423.082,-2695.58,4501.38
-86,137,302.43,-564.388,-2695.29,4512.27
-85,137,377.376,-705.81,-2696.32,4525.4
-84,137,452.09,-847.337,-2698.66,4540.78
-83,137,526.587,-988.952,-2702.29,4558.41
-82,137,600.885,-1130.64,-2707.2,4578.28
-81,137,674.996,-1272.39,-2713.37,4600.38
-80,137,748.936,-1414.19,-2720.77,4624.71
-79,137,822.718,-1556.02,-2729.38,4651.26
-78,137,896.355,-1697.86,-2739.19,4680.02
-77,137,969.858,-1839.7,-2750.16,4710.98
-76,137,1043.24,-1981.52,-2762.28,4744.12
-75,137,1116.51,-2123.3,-2775.51,4779.43
-74,137,1189.67,-2265.03,-2789.83,4816.89
-73,137,1262.73,-2406.68,-2805.21,4856.48
-72,137,1335.7,-2548.24,-2821.62,4898.18
-71,137,1408.59,-2689.67,-2839.03,4941.97
-70,137,1481.38,-2830.97,-2857.4,4987.81
-69,137,1554.1,-2972.1,-2876.71,5035.69
-68,137,1626.73,-3113.04,-2896.92,5085.57
-67,137,1699.27,-3253.77,-2918,5137.41
-66,137,1771.72,-3394.26,-2939.91,5191.19
-65,137,1844.07,-3534.47,-2962.62,5246.86
-64,137,1916.32,-3674.39,-2986.1,5304.38
-63,137,1988.45,-3813.97,-3010.3,5363.71
-62,137,2060.46,-3953.18,-3035.19,5424.79
-61,137,2132.33,-4091.99,-3060.74,5487.59
-60,137,2204.04,-4230.36,-3086.9,5552.03
-59,137,2275.58,-4368.26,-3113.65,5618.08
-58,137,2346.94,-4505.63,-3140.94,5685.67
-57,137,2418.08,-4642.45,-3168.73,5754.73
-56,137,2488.99,-4778.67,-3196.99,5825.21
-55,137,2559.65,-4914.24,-3225.67,5897.02
-54,137,2630.02,-5049.11,-3254.74,5970.1
-53,137,2700.08,-5183.24,-3284.17,6044.38
-52,137,2769.81,-5316.57,-3313.9,6119.77
-51,137,2839.16,-5449.05,-3343.9,6196.2
-50,137,2908.11,-5580.63,-3374.13,6273.57
-49,137,2976.63,-5711.25,-3404.54,6351.81
-48,137,3044.67,-5840.86,-3435.11,6430.81
-47,137,3112.21,-5969.38,-3465.78,6510.49
-46,137,3179.2,-6096.77,-3496.51,6590.76
-45,137,3245.61,-6222.95,-3527.26,6671.5
-44,137,3311.4,-6347.87,-3558,6752.63
-43,137,3376.52,-6471.45,-3588.67,6834.04
-42,137,3440.94,-6593.64,-3619.23,6915.62
-41,137,3504.61,-6714.35,-3649.64,6997.26
-40,137,3567.5,-6833.53,-3679.86,7078.86
-39,137,3629.55,-6951.09,-3709.83,7160.31
-38,137,3690.73,-7066.97,-3739.53,7241.49
-37,137,3751,-7181.1,-3768.89,7322.28
-36,137,3810.3,-7293.39,-3797.88,7402.59
-35,137,3868.6,-7403.78,-3826.45,7482.28
-34,137,3925.85,-7512.19,-3854.56,7561.25
-33,137,3982,-7618.55,-3882.15,7639.37
-32,137,4037.03,-7722.77,-3909.19,7716.54
-31,137,4090.87,-7824.78,-3935.63,7792.63
-30,137,4143.49,-7924.51,-3961.43,7867.53
-29,137,4194.86,-8021.88,-3986.53,7941.12
-28,137,4244.91,-8116.82,-4010.9,8013.29
-27,137,4293.63,-8209.24,-4034.48,8083.94
-26,137,4340.96,-8299.07,-4057.25,8152.93
-25,137,4386.87,-8386.25,-4079.15,8220.17
-24,137,4431.31,-8470.69,-4100.14,8285.55
-23,137,4474.26,-8552.32,-4120.18,8348.97
-22,137,4515.68,-8631.08,-4139.23,8410.31
-21,137,4555.52,-8706.88,-4157.25,8469.48
-20,137,4593.76,-8779.68,-4174.2,8526.38
-19,137,4630.37,-8849.38,-4190.05,8580.91
-18,137,4665.3,-8915.95,-4204.76,8633
-17,137,4698.54,-8979.3,-4218.29,8682.54
-16,137,4730.05,-9039.38,-4230.62,8729.45
-15,137,4759.81,-9096.13,-4241.72,8773.66
-14,137,4787.78,-9149.49,-4251.55,8815.08
-13,137,4813.95,-9199.42,-4260.09,8853.66
-12,137,4838.29,-9245.86,-4267.31,8889.31
-11,137,4860.77,-9288.76,-4273.2,8921.99
-10,137,4881.39,-9328.08,-4277.73,8951.62
-9,137,4900.11,-9363.78,-4280.89,8978.17
-8,137,4916.92,-9395.82,-4282.65,9001.58
-7,137,4931.8,-9424.16,-4283.01,9021.81
-6,137,4944.75,-9448.77,-4281.96,9038.83
-5,137,4955.74,-9469.63,-4279.49,9052.6
-4,137,4964.77,-9486.71,-4275.59,9063.1
-3,137,4971.82,-9499.99,-4270.26,9070.31
-2,137,4976.89,-9509.46,-4263.51,9074.21
-1,137,4979.97,-9515.09,-4255.32,9074.79
0,137,4981.05,-9516.89,-4245.72,9072.06
1,137,4980.14,-9514.85,-4234.71,9066.01
2,137,4977.24,-9508.96,-4222.29,9056.65
3,137,4972.33,-9499.23,-4208.49,9043.99
4,137,4965.43,-9485.67,-4193.32,9028.06
5,137,4956.53,-9468.29,-4176.79,9008.87
6,137,4945.65,-9447.09,-4158.94,8986.46
7,137,4932.79,-9422.11,-4139.77,8960.86
8,137,4917.96,-9393.37,-4119.33,8932.11
9,137,4901.18,-9360.88,-4097.63,8900.26
10,137,4882.44,-9324.69,-4074.7,8865.35
11,137,4861.78,-9284.82,-4050.59,8827.44
12,137,4839.2,-9241.31,-4025.33,8786.6
13,137,4814.73,-9194.2,-3998.94,8742.88
14,137,4788.38,-9143.54,-3971.48,8696.35
15,137,4760.17,-9089.37,-3942.97,8647.09
16,137,4730.14,-9031.75,-3913.47,8595.17
17,137,4698.3,-8970.73,-3883.02,8540.67
18,137,4664.68,-8906.36,-3851.65,8483.69
19,137,4629.31,-8838.7,-3819.42,8424.3
20,137,4592.23,-8767.82,-3786.38,8362.6
21,137,4553.45,-8693.78,-3752.57,8298.68
22,137,4513.02,-8616.65,-3718.03,8232.64
23,137,4470.98,-8536.49,-3682.83,8164.58
24,137,4427.35,-8453.38,-3647.01,8094.6
25,137,4382.18,-8367.39,-3610.62,8022.81
26,137,4335.5,-8278.59,-3573.71,7949.31
27,137,4287.35,-8187.06,-3536.33,7874.21
28,137,4237.78,-8092.87,-3498.54,7797.63
29,137,4186.84,-7996.11,-3460.39,7719.66
30,137,4134.55,-7896.86,-3421.91,7640.43
31,137,4080.97,-7795.18,-3383.18,7560.05
32,137,4026.14,-7691.18,-3344.23,7478.63
33,137,3970.1,-7584.91,-3305.12,7396.29
34,137,3912.91,-7476.48,-3265.89,7313.13
35,137,3854.61,-7365.96,-3226.59,7229.28
36,137,3795.25,-7253.43,-3187.28,7144.84
37,137,3734.87,-7138.98,-3147.99,7059.93
38,137,3673.53,-7022.69,-3108.78,6974.66
39,137,3611.26,-6904.64,-3069.68,6889.15
40,137,3548.12,-6784.9,-3030.74,6803.5
41,137,3484.16,-6663.57,-2992.01,6717.82
42,137,3419.41,-6540.72,-2953.53,6632.22
43,137,3353.94,-6416.44,-2915.33,6546.81
44,137,3287.78,-6290.79,-2877.45,6461.68
45,137,3220.98,-6163.86,-2839.94,6376.95
46,137,3153.58,-6035.72,-2802.83,6292.7
47,137,3085.63,-5906.44,-2766.15,6209.05
48,137,3017.17,-5776.1,-2729.95,6126.08
49,137,2948.24,-5644.78,-2694.24,6043.89
50,137,2878.88,-5512.53,-2659.08,5962.56
51,137,2809.14,-5379.43,-2624.47,5882.19
52,137,2739.04,-5245.54,-2590.47,5802.86
53,137,2668.63,-5110.93,-2557.09,5724.65
54,137,2597.93,-4975.65,-2524.37,5647.64
55,137,2526.99,-4839.78,-2492.32,5571.91
56,137,2455.84,-4703.35,-2460.98,5497.54
57,137,2384.49,-4566.44,-2430.38,5424.59
58,137,2312.99,-4429.09,-2400.53,5353.12
59,137,2241.36,-4291.35,-2371.46,5283.22
60,137,2169.61,-4153.28,-2343.19,5214.93
61,137,2097.78,-4014.91,-2315.75,5148.33
62,137,2025.88,-3876.29,-2289.16,5083.45
63,137,1953.93,-3737.47,-2263.43,5020.37
64,137,1881.94,-3598.47,-2238.59,4959.12
65,137,1809.93,-3459.34,-2214.66,4899.76
66,137,1737.91,-3320.11,-2191.66,4842.34
67,137,1665.89,-3180.81,-2169.6,4786.89
68,137,1593.88,-3041.47,-2148.51,4733.45
69,137,1521.87,-2902.12,-2128.4,4682.07
70,137,1449.88,-2762.78,-2109.3,4632.78
71,137,1377.9,-2623.47,-2091.21,4585.6
72,137,1305.93,-2484.22,-2074.15,4540.58
73,137,1233.97,-2345.05,-2058.15,4497.74
74,137,1162.01,-2205.96,-2043.22,4457.1
75,137,1090.04,-2066.97,-2029.36,4418.7
76,137,1018.06,-1928.11,-2016.61,4382.54
77,137,946.056,-1789.37,-2004.97,4348.65
78,137,874.011,-1650.77,-1994.46,4317.06
79,137,801.913,-1512.31,-1985.09,4287.77
80,137,729.746,-1374.01,-1976.87,4260.79
81,137,657.493,-1235.86,-1969.83,4236.15
82,137,585.136,-1097.87,-1963.96,4213.85
83,137,512.655,-960.052,-1959.29,4193.9
84,137,440.029,-822.398,-1955.82,4176.31
85,137,367.238,-684.911,-1953.56,4161.09
86,137,294.258,-547.593,-1952.54,4148.23
87,137,221.068,-410.443,-1952.74,4137.74
88,137,147.644,-273.462,-1954.19,4129.63
89,137,73.9625,-136.648,-1956.89,4123.88
90,137,1.27274e-13,3.24786e-13,-1960.86,4120.51
-90,138,9.3041e-13,-2.393e-13,-2657.36,4395.52
-89,138,77.1784,-143.006,-2653.12,4399.59
-88,138,154.055,-286.171,-2650.2,4405.86
-87,138,230.645,-429.483,-2648.59,4414.34
-86,138,306.966,-572.928,-2648.28,4425.03
-85,138,383.035,-716.494,-2649.26,4437.93
-84,138,458.867,-860.166,-2651.52,4453.04
-83,138,534.479,-1003.93,-2655.04,4470.35
-82,138,609.886,-1147.77,-2659.8,4489.87
-81,138,685.103,-1291.68,-2665.79,4511.58
-80,138,760.144,-1435.64,-2672.98,4535.47
-79,138,835.024,-1579.63,-2681.36,4561.55
-78,138,909.754,-1723.64,-2690.91,4589.8
-77,138,984.347,-1867.65,-2701.59,4620.2
-76,138,1058.81,-2011.65,-2713.39,4652.75
-75,138,1133.16,-2155.61,-2726.28,4687.43
-74,138,1207.4,-2299.52,-2740.23,4724.22
-73,138,1281.54,-2443.36,-2755.22,4763.1
-72,138,1355.59,-2587.11,-2771.21,4804.05
-71,138,1429.54,-2730.74,-2788.18,4847.06
-70,138,1503.4,-2874.23,-2806.1,4892.09
-69,138,1577.18,-3017.57,-2824.93,4939.11
-68,138,1650.87,-3160.72,-2844.64,4988.1
-67,138,1724.46,-3303.65,-2865.2,5039.02
-66,138,1797.97,-3446.35,-2886.58,5091.84
-65,138,1871.37,-3588.78,-2908.74,5146.51
-64,138,1944.67,-3730.91,-2931.65,5203.01
-63,138,2017.84,-3872.7,-2955.27,5261.28
-62,138,2090.89,-4014.13,-2979.57,5321.28
-61,138,2163.8,-4155.16,-3004.51,5382.96
-60,138,2236.55,-4295.76,-3030.05,5446.27
-59,138,2309.13,-4435.87,-3056.17,5511.14
-58,138,2381.52,-4575.47,-3082.82,5577.53
-57,138,2453.69,-4714.5,-3109.96,5645.37
-56,138,2525.62,-4852.94,-3137.56,5714.6
-55,138,2597.3,-4990.72,-3165.58,5785.15
-54,138,2668.69,-5127.8,-3193.98,5856.94
-53,138,2739.76,-5264.13,-3222.72,5929.91
-52,138,2810.5,-5399.66,-3251.77,6003.98
-51,138,2880.85,-5534.34,-3281.08,6079.06
-50,138,2950.8,-5668.11,-3310.62,6155.08
-49,138,3020.31,-5800.91,-3340.34,6231.95
-48,138,3089.34,-5932.68,-3370.21,6309.57
-47,138,3157.86,-6063.36,-3400.18,6387.86
-46,138,3225.83,-6192.89,-3430.21,6466.72
-45,138,3293.21,-6321.21,-3460.26,6546.07
-44,138,3359.95,-6448.25,-3490.3,6625.78
-43,138,3426.03,-6573.94,-3520.27,6705.78
-42,138,3491.39,-6698.21,-3550.13,6785.94
-41,138,3556,-6821,-3579.85,6866.17
-40,138,3619.81,-6942.22,-3609.37,6946.36
-39,138,3682.78,-7061.82,-3638.66,7026.4
-38,138,3744.86,-7179.71,-3667.67,7106.18
-37,138,3806.01,-7295.82,-3696.36,7185.59
-36,138,3866.19,-7410.07,-3724.67,7264.51
-35,138,3925.36,-7522.39,-3752.58,7342.83
-34,138,3983.45,-7632.7,-3780.03,7420.44
-33,138,4040.45,-7740.93,-3806.97,7497.22
-32,138,4096.29,-7846.99,-3833.37,7573.06
-31,138,4150.94,-7950.82,-3859.18,7647.85
-30,138,4204.35,-8052.32,-3884.35,7721.47
-29,138,4256.48,-8151.42,-3908.84,7793.8
-28,138,4307.29,-8248.05,-3932.61,7864.74
-27,138,4356.73,-8342.13,-3955.61,7934.17
-26,138,4404.77,-8433.58,-3977.8,8001.98
-25,138,4451.37,-8522.33,-3999.14,8068.07
-24,138,4496.49,-8608.29,-4019.59,8132.33
-23,138,4540.08,-8691.4,-4039.1,8194.65
-22,138,4582.12,-8771.58,-4057.63,8254.94
-21,138,4622.57,-8848.77,-4075.16,8313.09
-20,138,4661.38,-8922.89,-4091.63,8369.01
-19,138,4698.54,-8993.87,-4107.02,8422.6
-18,138,4734.01,-9061.65,-4121.29,8473.78
-17,138,4767.75,-9126.16,-4134.4,8522.46
-16,138,4799.73,-9187.35,-4146.33,8568.55
-15,138,4829.94,-9245.14,-4157.04,8611.98
-14,138,4858.33,-9299.5,-4166.51,8652.68
-13,138,4884.89,-9350.35,-4174.72,8690.56
-12,138,4909.6,-9397.64,-4181.63,8725.58
-11,138,4932.42,-9441.34,-4187.22,8757.67
-10,138,4953.34,-9481.4,-4191.48,8786.76
-9,138,4972.34,-9517.76,-4194.39,8812.81
-8,138,4989.4,-9550.39,-4195.94,8835.78
-7,138,5004.5,-9579.27,-4196.1,8855.62
-6,138,5017.63,-9604.34,-4194.88,8872.3
-5,138,5028.78,-9625.6,-4192.26,8885.78
-4,138,5037.93,-9643,-4188.24,8896.04
-3,138,5045.07,-9656.53,-4182.82,8903.07
-2,138,5050.2,-9666.18,-4175.99,8906.84
-1,138,5053.31,-9671.93,-4167.76,8907.34
0,138,5054.39,-9673.77,-4158.14,8904.58
1,138,5053.45,-9671.7,-4147.14,8898.56
2,138,5050.47,-9665.71,-4134.76,8889.28
3,138,5045.47,-9655.81,-4121.02,8876.76
4,138,5038.43,-9642.01,-4105.93,8861.02
5,138,5029.37,-9624.31,-4089.51,8842.07
6,138,5018.3,-9602.74,-4071.79,8819.96
7,138,5005.21,-9577.31,-4052.79,8794.7
8,138,4990.12,-9548.04,-4032.53,8766.35
9,138,4973.04,-9514.96,-4011.04,8734.94
10,138,4953.99,-9478.11,-3988.36,8700.54
11,138,4932.97,-9437.51,-3964.5,8663.18
12,138,4910.01,-9393.21,-3939.52,8622.93
13,138,4885.12,-9345.25,-3913.44,8579.85
14,138,4858.32,-9293.67,-3886.3,8534.01
15,138,4829.64,-9238.52,-3858.15,8485.49
16,138,4799.1,-9179.85,-3829.02,8434.35
17,138,4766.72,-9117.72,-3798.96,8380.68
18,138,4732.54,-9052.19,-3768,8324.56
19,138,4696.58,-8983.31,-3736.21,8266.08
20,138,4658.88,-8911.15,-3703.61,8205.32
21,138,4619.46,-8835.78,-3670.27,8142.39
22,138,4578.36,-8757.26,-3636.23,8077.37
23,138,4535.62,-8675.66,-3601.53,8010.37
24,138,4491.27,-8591.05,-3566.23,7941.48
25,138,4445.36,-8503.52,-3530.37,7870.81
26,138,4397.91,-8413.13,-3494.01,7798.46
27,138,4348.98,-8319.97,-3457.2,7724.54
28,138,4298.6,-8224.1,-3419.98,7649.17
29,138,4246.82,-8125.62,-3382.41,7572.43
30,138,4193.68,-8024.6,-3344.54,7494.46
31,138,4139.24,-7921.13,-3306.42,7415.35
32,138,4083.52,-7815.28,-3268.09,7335.23
33,138,4026.59,-7707.15,-3229.61,7254.19
34,138,3968.48,-7596.81,-3191.02,7172.36
35,138,3909.25,-7484.35,-3152.37,7089.85
36,138,3848.95,-7369.85,-3113.71,7006.76
37,138,3787.61,-7253.4,-3075.08,6923.22
38,138,3725.3,-7135.08,-3036.53,6839.32
39,138,3662.06,-7014.97,-2998.1,6755.18
40,138,3597.93,-6893.17,-2959.84,6670.91
41,138,3532.97,-6769.74,-2921.78,6586.61
42,138,3467.23,-6644.77,-2883.97,6502.39
43,138,3400.74,-6518.35,-2846.45,6418.35
44,138,3333.57,-6390.55,-2809.25,6334.6
45,138,3265.75,-6261.45,-2772.42,6251.24
46,138,3197.32,-6131.12,-2735.99,6168.35
47,138,3128.35,-5999.65,-2699.99,6086.05
48,138,3058.86,-5867.11,-2664.46,6004.42
49,138,2988.9,-5733.57,-2629.42,5923.56
50,138,2918.51,-5599.09,-2594.92,5843.55
51,138,2847.73,-5463.76,-2560.98,5764.48
52,138,2776.6,-5327.64,-2527.64,5686.43
53,138,2705.16,-5190.78,-2494.91,5609.49
54,138,2633.43,-5053.26,-2462.83,5533.72
55,138,2561.47,-4915.14,-2431.42,5459.22
56,138,2489.28,-4776.47,-2400.71,5386.05
57,138,2416.92,-4637.3,-2370.72,5314.27
58,138,2344.39,-4497.71,-2341.48,5243.97
59,138,2271.74,-4357.72,-2313,5175.19
60,138,2198.98,-4217.41,-2285.32,5108
61,138,2126.14,-4076.8,-2258.45,5042.47
62,138,2053.23,-3935.94,-2232.42,4978.64
63,138,1980.27,-3794.89,-2207.24,4916.57
64,138,1907.29,-3653.67,-2182.93,4856.31
65,138,1834.28,-3512.32,-2159.52,4797.91
66,138,1761.27,-3370.87,-2137.02,4741.4
67,138,1688.26,-3229.37,-2115.44,4686.84
68,138,1615.26,-3087.84,-2094.82,4634.26
69,138,1542.27,-2946.29,-2075.16,4583.7
70,138,1469.3,-2804.77,-2056.48,4535.2
71,138,1396.34,-2663.3,-2038.8,4488.78
72,138,1323.4,-2521.88,-2022.13,4444.48
73,138,1250.46,-2380.55,-2006.49,4402.33
74,138,1177.53,-2239.32,-1991.9,4362.34
75,138,1104.6,-2098.19,-1978.37,4324.55
76,138,1031.65,-1957.2,-1965.91,4288.97
77,138,958.681,-1816.34,-1954.54,4255.63
78,138,885.671,-1675.62,-1944.28,4224.54
79,138,812.609,-1535.06,-1935.13,4195.72
80,138,739.478,-1394.66,-1927.12,4169.18
81,138,666.26,-1254.42,-1920.24,4144.94
82,138,592.938,-1114.35,-1914.52,4123.01
